Cement,Slag,FlyAsh,Water,SP,CoarseAgg,FineAgg,Age,Strength,WC_Ratio
102.0,153.0,0.0,192.0,0.0,887.0,942.0,1,-3.8699423700108797,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,2,-1.5759485765396621,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,0.43735371251626987,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,4,2.1699644971569176,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,5,3.621883777382279,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,6,4.7931115531923725,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,5.241866975225269,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,8,5.473345751780351,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,9,6.454880244907348,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,10,6.919661205861162,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,11,7.2656259568223405,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,12,7.498894074764191,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,13,8.31808049994786,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,14,8.835549449065786,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,15,9.329007942861546,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,16,9.801176771413548,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,17,10.254307870174554,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,18,10.690279936301728,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,19,11.110675155693269,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,20,11.516836734970282,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,21,11.909918179674158,1.8823529411764706
102.0,153.0,0.0,192.0,0.0,887.0,942.0,22,12.290915453677204,1.8823529411764706
